id,title,franquicia,revenue
10474,The Basketball Diaries,Desconocida,0.0
22279,An Awfully Big Adventure,Desconocida,851545.0
30157,Amateur,Desconocida,0.0
30157,Amateur,Desconocida,0.0
30157,Amateur,Desconocida,0.0
568,Apollo 13,Desconocida,355237933.0
11780,Rob Roy,Desconocida,31596911.0
11780,Rob Roy,Desconocida,31596911.0
34996,The Addiction,Desconocida,0.0
414,Batman Forever,Batman Collection,336529144.0
414,Batman Forever,Batman Collection,336529144.0
649,Belle de Jour,Desconocida,0.0
649,Belle de Jour,Desconocida,0.0
1873,Beyond Rangoon,Desconocida,0.0
5894,Blue in the Face,Brooklyn Cigar Store Collection,1275000.0
1775,Canadian Bacon,Desconocida,178104.0
1775,Canadian Bacon,Desconocida,178104.0
8839,Casper,Desconocida,287928194.0
20649,Clockers,Desconocida,13071518.0
10329,Congo,Desconocida,152022101.0
8963,Crimson Tide,Desconocida,157387195.0
26564,Crumb,Desconocida,3174695.0
8068,Desperado,Mexico Trilogy,25405445.0
8512,Devil in a Blue Dress,Desconocida,16140822.0
1572,Die Hard: With a Vengeance,Die Hard Collection,366101666.0
13552,The Doom Generation,Teenage Apocalypse Trilogy,0.0
13552,The Doom Generation,Teenage Apocalypse Trilogy,0.0
259209,Feast of July,Desconocida,0.0
6520,First Knight,Desconocida,127600435.0
9073,Free Willy 2 - The Adventure Home,Free Willy Collection,0.0
9073,Free Willy 2 - The Adventure Home,Free Willy Collection,0.0
10428,Hackers,Desconocida,7563728.0
17447,Jeffrey,Desconocida,0.0
9886,Johnny Mnemonic,Desconocida,19075720.0
9886,Johnny Mnemonic,Desconocida,19075720.0
9482,Judge Dredd,Desconocida,113493481.0
19326,Jury Duty,Desconocida,17014653.0
9344,Kids,Desconocida,7412216.0
9071,Living in Oblivion,Desconocida,1148752.0
8973,Lord of Illusions,Desconocida,0.0
15730,Love & Human Remains,Desconocida,0.0
47608,Mad Love,Desconocida,15453274.0
2293,Mallrats,Desconocida,2122561.0
9070,Mighty Morphin Power Rangers: The Movie,Power Rangers Collection,66000000.0
9070,Mighty Morphin Power Rangers: The Movie,Power Rangers Collection,66000000.0
68274,Moonlight and Valentino,Desconocida,0.0
68274,Moonlight and Valentino,Desconocida,0.0
48787,Mute Witness,Desconocida,1.0
48787,Mute Witness,Desconocida,1.0
48787,Mute Witness,Desconocida,1.0
48787,Mute Witness,Desconocida,1.0
34574,Nadja,Desconocida,0.0
1642,The Net,Síť (kolekce),110627965.0
11472,Nine Months,Desconocida,69660733.0
36196,Party Girl,Desconocida,472370.0
11980,The Prophecy,Desconocida,16.0
58372,Reckless,Desconocida,0.0
32646,Safe,Desconocida,0.0
32646,Safe,Desconocida,0.0
10533,The Scarlet Letter,Desconocida,10382407.0
56088,The Show,Desconocida,0.0
10802,Showgirls,Showgirls Collection,20350754.0
10802,Showgirls,Showgirls Collection,20350754.0
10149,Smoke,Brooklyn Cigar Store Collection,8349430.0
10149,Smoke,Brooklyn Cigar Store Collection,8349430.0
10149,Smoke,Brooklyn Cigar Store Collection,8349430.0
18402,Something to Talk About,Desconocida,50892160.0
9348,Species,Species Collection,113374103.0
139408,The Stars Fell on Henrietta,Desconocida,0.0
281,Strange Days,Desconocida,7959291.0
5967,The Umbrellas of Cherbourg,Desconocida,0.0
5967,The Umbrellas of Cherbourg,Desconocida,0.0
79593,The Tie That Binds,Desconocida,5780000.0
47939,Three Wishes,Desconocida,7025496.0
36834,Total Eclipse,Desconocida,339889.0
36834,Total Eclipse,Desconocida,339889.0
36834,Total Eclipse,Desconocida,339889.0
9090,"To Wong Foo, Thanks for Everything! Julie Newmar",Desconocida,47774193.0
3512,Under Siege 2: Dark Territory,Under Siege Collection,104324083.0
52856,Unstrung Heroes,Desconocida,0.0
77350,Unzipped,Desconocida,0.0
9560,A Walk in the Clouds,Desconocida,50012507.0
9804,Waterworld,Desconocida,264218220.0
31611,White Man's Burden,Desconocida,0.0
31611,White Man's Burden,Desconocida,0.0
65796,Wild Bill,Desconocida,0.0
49805,The Browning Version,Desconocida,0.0
26258,Bushwhacked,Desconocida,0.0
50797,Burnt by the Sun,Burnt by the Sun Trilogy,2616503.0
50797,Burnt by the Sun,Burnt by the Sun Trilogy,2616503.0
19155,Before the Rain,Desconocida,763847.0
19155,Before the Rain,Desconocida,763847.0
19155,Before the Rain,Desconocida,763847.0
76,Before Sunrise,Before... Collection,5535405.0
76,Before Sunrise,Before... Collection,5535405.0
76,Before Sunrise,Before... Collection,5535405.0
11017,Billy Madison,Desconocida,26488734.0
37141,The Babysitter,Desconocida,0.0
9382,Boys on the Side,Desconocida,23450000.0
9382,Boys on the Side,Desconocida,23450000.0
6715,The Cure,Desconocida,0.0
18256,Castle Freak,Desconocida,0.0
22625,Circle of Friends,Desconocida,0.0
22625,Circle of Friends,Desconocida,0.0
2292,Clerks,Clerks Collection,3151130.0
1909,Don Juan DeMarco,Desconocida,22200000.0
8984,Disclosure,Desconocida,214015089.0
61813,Dream Man,Desconocida,0.0
61813,Dream Man,Desconocida,0.0
4954,Drop Zone,Desconocida,0.0
62488,Destiny Turns on the Radio,Desconocida,0.0
10531,Death and the Maiden,Desconocida,0.0
10531,Death and the Maiden,Desconocida,0.0
10531,Death and the Maiden,Desconocida,0.0
11929,Dolores Claiborne,Desconocida,0.0
8467,Dumb and Dumber,Dumb and Dumber Collection,247275374.0
10451,Eat Drink Man Woman,Desconocida,7294403.0
10451,Eat Drink Man Woman,Desconocida,7294403.0
20156,Exotica,Desconocida,0.0
18395,Exit to Eden,Desconocida,6841570.0
522,Ed Wood,Desconocida,5887457.0
397,French Kiss,Desconocida,0.0
397,French Kiss,Desconocida,0.0
10525,Forget Paris,Desconocida,0.0
27985,Far from Home: The Adventures of Yellow Dog,Desconocida,0.0
15789,A Goofy Movie,A Goofy Movie Collection,35348597.0
27303,Hideaway,Desconocida,12201255.0
21183,Fluke,Desconocida,0.0
10954,Farinelli,Desconocida,0.0
10954,Farinelli,Desconocida,0.0
10954,Farinelli,Desconocida,0.0
47867,Gordy,Desconocida,3992809.0
43475,Gumby: The Movie,Desconocida,0.0
72031,The Glass Shield,Desconocida,0.0
72031,The Glass Shield,Desconocida,0.0
14275,Hoop Dreams,Desconocida,7830611.0
1024,Heavenly Creatures,Desconocida,3049135.0
17207,Houseguest,Desconocida,26325256.0
13701,Immortal Beloved,Desconocida,0.0
14819,Heavyweights,Desconocida,17689177.0
32631,The Hunted,Desconocida,0.0
11777,I.Q.,Desconocida,0.0
628,Interview with the Vampire,The Vampire Chronicles,223664608.0
87729,Jefferson in Paris,Desconocida,2474000.0
18713,The Jerky Boys,Desconocida,0.0
6280,Junior,Desconocida,37000000.0
9061,Just Cause,Desconocida,0.0
37108,A Kid in King Arthur's Court,Desconocida,0.0
6071,Kiss of Death,Desconocida,0.0
11,Star Wars,Star Wars Collection,775398007.0
9587,Little Women,Desconocida,0.0
19101,A Little Princess,Desconocida,0.0
49980,Ladybird Ladybird,Desconocida,0.0
17961,L'Enfer,Desconocida,0.0
18183,Like Water for Chocolate,Desconocida,21665468.0
4476,Legends of the Fall,Desconocida,160638883.0
11008,Major Payne,Desconocida,0.0
47504,Little Odessa,Desconocida,0.0
32325,Mi Vida Loca,Desconocida,0.0
43742,Love Affair,Desconocida,0.0
28313,Losing Isaiah,Desconocida,7603766.0
11318,The Madness of King George,Desconocida,0.0
3036,Mary Shelley's Frankenstein,Desconocida,112006296.0
3036,Mary Shelley's Frankenstein,Desconocida,112006296.0
3036,Mary Shelley's Frankenstein,Desconocida,112006296.0
40490,Man of the House,Desconocida,0.0
24070,Mixed Nuts,Desconocida,0.0
8986,Milk Money,Desconocida,18137661.0
10510,Miracle on 34th Street,Desconocida,46264384.0
17402,Miami Rhapsody,Desconocida,5.0
38722,My Family,Desconocida,0.0
8438,Murder in the First,Desconocida,17381942.0
8438,Murder in the First,Desconocida,17381942.0
11593,Nobody's Fool,Desconocida,0.0
1945,Nell,Desconocida,106683817.0
39310,New Jersey Drive,Desconocida,0.0
109560,New York Cop,Desconocida,0.0
109560,New York Cop,Desconocida,0.0
56428,Beyond Bedlam,Desconocida,0.0
63105,Nemesis 2 - Nebula,Desconocida,0.0
131957,Nina Takes a Lover,Desconocida,0.0
241,Natural Born Killers,Desconocida,50282766.0
9058,Only You,Desconocida,0.0
527,Once Were Warriors,Desconocida,2201126.0
18220,Poison Ivy II: Lily,Poison Ivy Collection,0.0
6950,Outbreak,Desconocida,189859560.0
101,Leon: The Professional,Desconocida,45284974.0
101,Leon: The Professional,Desconocida,45284974.0
63020,The Perez Family,Desconocida,2832826.0
2307,A Pyromaniac's Love Story,Desconocida,0.0
680,Pulp Fiction,Desconocida,213928762.0
41478,Panther,Desconocida,6834525.0
41478,Panther,Desconocida,6834525.0
25296,Pushing Hands,Desconocida,152322.0
40156,Priest,Desconocida,4176932.0
11450,Quiz Show,Desconocida,0.0
30304,Picture Bride,Desconocida,0.0
30304,Picture Bride,Desconocida,0.0
10452,Queen Margot,Desconocida,0.0
10452,Queen Margot,Desconocida,0.0
10452,Queen Margot,Desconocida,0.0
12106,The Quick and the Dead,Desconocida,18552460.0
12106,The Quick and the Dead,Desconocida,18552460.0
161495,Roommates,Desconocida,12400000.0
3586,Prêt-à-Porter,Desconocida,11300653.0
110,Three Colors: Red,Three Colors Collection,0.0
110,Three Colors: Red,Three Colors Collection,0.0
110,Three Colors: Red,Three Colors Collection,0.0
108,Three Colors: Blue,Three Colors Collection,0.0
108,Three Colors: Blue,Three Colors Collection,0.0
109,Three Colors: White,Three Colors Collection,0.0
109,Three Colors: White,Three Colors Collection,0.0
159185,"Red Firecracker, Green Firecracker",Desconocida,0.0
159185,"Red Firecracker, Green Firecracker",Desconocida,0.0
36357,Rent-a-Kid,Desconocida,0.0
92769,Relative Fear,Desconocida,0.0
28033,Stuart Saves His Family,Desconocida,0.0
28033,Stuart Saves His Family,Desconocida,0.0
22586,The Swan Princess,Swan Princess Series,9771658.0
14334,The Secret of Roan Inish,Desconocida,0.0
14334,The Secret of Roan Inish,Desconocida,0.0
2636,The Specialist,Desconocida,170362582.0
2636,The Specialist,Desconocida,170362582.0
2164,Stargate,Desconocida,196567262.0
2164,Stargate,Desconocida,196567262.0
11395,The Santa Clause,The Santa Clause Collection,189833357.0
278,The Shawshank Redemption,Desconocida,28341469.0
9905,Shallow Grave,Desconocida,0.0
87078,Suture,Desconocida,102780.0
12527,Strawberry and Chocolate,Desconocida,0.0
12527,Strawberry and Chocolate,Desconocida,0.0
20306,Swimming with Sharks,Desconocida,0.0
36614,The Sum of Us,Desconocida,0.0
27993,Senior Trip,Desconocida,0.0
27993,Senior Trip,Desconocida,0.0
31439,To Live,Desconocida,0.0
31439,To Live,Desconocida,0.0
9067,Tank Girl,Desconocida,4064495.0
9059,Tales from the Crypt: Demon Knight,Tales from the Crypt Collection,0.0
193,Star Trek: Generations,Star Trek: The Next Generation Collection,120000000.0
25066,Tales from the Hood,Desconocida,12000000.0
46797,Tom & Viv,Desconocida,0.0
46797,Tom & Viv,Desconocida,0.0
12122,Village of the Damned,Desconocida,0.0
11381,Tommy Boy,Desconocida,32648673.0
32636,Vanya on 42nd Street,Desconocida,0.0
36141,The Underneath,Desconocida,0.0
95963,The Walking Dead,Desconocida,0.0
1587,What's Eating Gilbert Grape,Desconocida,10032765.0
9271,Virtuosity,Desconocida,24048000.0
2064,While You Were Sleeping,Desconocida,182057016.0
19855,The War,Desconocida,0.0
60855,Double Happiness,Desconocida,759393.0
236,Muriel's Wedding,Desconocida,15119639.0
236,Muriel's Wedding,Desconocida,15119639.0
48287,The Baby-Sitters Club,Desconocida,0.0
3049,Ace Ventura: Pet Detective,Ace Ventura Collection,107217396.0
2759,"The Adventures of Priscilla, Queen of the Desert",Desconocida,11220670.0
12635,Backbeat,Desconocida,0.0
12635,Backbeat,Desconocida,0.0
10497,Bitter Moon,Desconocida,1862805.0
10497,Bitter Moon,Desconocida,1862805.0
10497,Bitter Moon,Desconocida,1862805.0
11382,Bullets Over Broadway,Desconocida,0.0
9331,Clear and Present Danger,The Jack Ryan Collection,215887717.0
10731,The Client,Desconocida,117615211.0
10464,"Corrina, Corrina",Desconocida,0.0
34152,Crooklyn,Desconocida,0.0
9495,The Crow,The Crow Collection,94000000.0
29973,Cobb,Desconocida,1007583.0
888,The Flintstones,The Flintstones (Live-Action) Collection,341631208.0
13,Forrest Gump,Desconocida,677945399.0
712,Four Weddings and a Funeral,Desconocida,254700832.0
16295,Higher Learning,Desconocida,38290723.0
48992,I Like It Like That,Desconocida,1777020.0
10879,I Love Trouble,Desconocida,61947267.0
10660,It Could Happen to You,Desconocida,0.0
10714,The Jungle Book,Desconocida,0.0
41647,"The Wonderful, Horrible Life of Leni Riefenstahl",Desconocida,449707.0
41647,"The Wonderful, Horrible Life of Leni Riefenstahl",Desconocida,449707.0
41647,"The Wonderful, Horrible Life of Leni Riefenstahl",Desconocida,449707.0
41647,"The Wonderful, Horrible Life of Leni Riefenstahl",Desconocida,449707.0
8587,The Lion King,The Lion King Collection,788241776.0
1689,Little Buddha,Desconocida,4858139.0
1689,Little Buddha,Desconocida,4858139.0
1689,Little Buddha,Desconocida,4858139.0
1689,Little Buddha,Desconocida,4858139.0
11596,New Nightmare,A Nightmare on Elm Street Collection,18090181.0
854,The Mask,The Mask Collection,351583407.0
9359,Maverick,Desconocida,0.0
23333,Mrs. Parker and the Vicious Circle,Desconocida,0.0
36593,The Naked Gun 33⅓: The Final Insult,Naked Gun Collection,51132598.0
12280,The Paper,Desconocida,0.0
2788,Reality Bites,Desconocida,20079850.0
10427,Red Rock West,Desconocida,2000000.0
11011,Ri¢hie Ri¢h,Desconocida,0.0
49803,Safe Passage,Desconocida,0.0
8987,The River Wild,Desconocida,0.0
1637,Speed,Speed Collection,350448145.0
15128,Speechless,Desconocida,0.0
8831,Timecop,Timecop Collection,101646581.0
8831,Timecop,Timecop Collection,101646581.0
36955,True Lies,Desconocida,378882411.0
10449,When a Man Loves a Woman,Desconocida,50021959.0
10395,Wolf,Desconocida,0.0
12160,Wyatt Earp,Desconocida,25052000.0
40480,Bad Company,Desconocida,0.0
52038,A Man of No Importance,Desconocida,953.0
52038,A Man of No Importance,Desconocida,953.0
29444,S.F.W.,Desconocida,0.0
26352,A Low Down Dirty Shame,Desconocida,29392418.0
39953,"Boys Life: Three Stories of Love, Lust, and Liberation",Desconocida,0.0
41580,Colonel Chabert,Desconocida,0.0
315,"Faster, Pussycat! Kill! Kill!",Desconocida,0.0
22067,Jason's Lyric,Desconocida,20851521.0
18242,The Secret Adventures of Tom Thumb,Desconocida,0.0
11667,Street Fighter,Street Fighter,99423521.0
11667,Street Fighter,Street Fighter,99423521.0
32502,Coldblooded,Desconocida,0.0
267188,Desert Winds,Desconocida,0.0
28732,Fall Time,Desconocida,0.0
75555,The Fear,Desconocida,0.0
42981,Frank and Ollie,Desconocida,0.0
278939,Girl in the Cadillac,Desconocida,0.0
291731,Homage,Desconocida,0.0
226229,Mirage,Desconocida,0.0
203119,Open Season,Desconocida,0.0
172923,Dos Crímenes,Desconocida,0.0
316098,Brother Minister: The Assassination of Malcolm X,Desconocida,0.0
8011,Highlander: The Final Dimension,Highlander Collection,36800000.0
8011,Highlander: The Final Dimension,Highlander Collection,36800000.0
8011,Highlander: The Final Dimension,Highlander Collection,36800000.0
171857,Federal Hill,Desconocida,0.0
2654,In the Mouth of Madness,Desconocida,8946600.0
18069,8 Seconds,Desconocida,0.0
19092,Above the Rim,Desconocida,0.0
2758,Addams Family Values,Addams Family Collection,48919043.0
38129,Martin Lawrence: You So Crazy,Desconocida,0.0
10436,The Age of Innocence,Desconocida,32255440.0
13595,Airheads,Desconocida,0.0
46094,The Air Up There,Desconocida,21011500.0
9409,Another Stakeout,Desconocida,0.0
11853,Bad Girls,Desconocida,15240435.0
16771,Barcelona,Desconocida,0.0
46924,Being Human,Desconocida,0.0
46924,Being Human,Desconocida,0.0
11041,The Beverly Hillbillies,Desconocida,0.0
306,Beverly Hills Cop III,Beverly Hills Cop Collection,119208989.0
14522,Black Beauty,Desconocida,0.0
14522,Black Beauty,Desconocida,0.0
26203,Blink,Desconocida,16668552.0
178,Blown Away,Desconocida,30156002.0
19819,Blue Chips,Desconocida,0.0
57834,Blue Sky,Desconocida,0.0
4722,Body Snatchers,Desconocida,428868.0
18215,Boxing Helena,Desconocida,1796389.0
1607,A Bronx Tale,Desconocida,17287898.0
26391,Cabin Boy,Desconocida,3662459.0
117553,Calendar Girl,Desconocida,2570145.0
6075,Carlito's Way,Desconocida,36516012.0
11310,City Slickers II: The Legend of Curly's Gold,City Slickers Collection,0.0
18658,Clean Slate,Desconocida,7355425.0
9350,Cliffhanger,Desconocida,255000211.0
9350,Cliffhanger,Desconocida,255000211.0
9350,Cliffhanger,Desconocida,255000211.0
9612,Coneheads,Desconocida,0.0
2124,Color of Night,Desconocida,19726050.0
26261,Cops & Robbersons,Desconocida,0.0
19176,The Cowboy Way,Desconocida,0.0
49299,Dangerous Game,Desconocida,0.0
11566,Dave,Desconocida,63000000.0
9571,Dazed and Confused,Desconocida,7993039.0
9739,Demolition Man,Desconocida,159055768.0
24257,The Endless Summer 2,The Endless Summer Collection,0.0
34444,Even Cowgirls Get the Blues,Desconocida,0.0
26141,Fatal Instinct,Desconocida,0.0
10997,Farewell My Concubine,Desconocida,0.0
10997,Farewell My Concubine,Desconocida,0.0
50463,The Favor,Desconocida,0.0
10443,Fearless,Desconocida,0.0
20239,Fear of a Black Hat,Desconocida,0.0
20239,Fear of a Black Hat,Desconocida,0.0
16297,With Honors,Desconocida,0.0
18551,Flesh and Bone,Desconocida,9488998.0
25440,Widows' Peak,Desconocida,0.0
25440,Widows' Peak,Desconocida,0.0
9024,For Love or Money,Desconocida,11146270.0
37233,The Firm,Desconocida,270248367.0
1634,Free Willy,Free Willy Collection,153698625.0
1634,Free Willy,Free Willy Collection,153698625.0
13815,Fresh,Desconocida,0.0
13815,Fresh,Desconocida,0.0
5503,The Fugitive,The Fugitive / U.S. Marshals Collection,368875760.0
35588,Geronimo: An American Legend,Desconocida,18635620.0
2087,The Getaway,Desconocida,30.0
2087,The Getaway,Desconocida,30.0
41579,Getting Even with Dad,Desconocida,0.0
18620,Go Fish,Desconocida,0.0
41006,A Good Man in Africa,Desconocida,0.0
41006,A Good Man in Africa,Desconocida,0.0
4916,Guilty as Sin,Desconocida,22886222.0
2019,Hard Target,Hard Target Collection,74189677.0
31642,Heaven & Earth,Desconocida,0.0
31642,Heaven & Earth,Desconocida,0.0
9255,Hot Shots! Part Deux,Hot Shots! Collection,133752825.0
26271,Live Nude Girls,Desconocida,0.0
10612,The Englishman Who Went Up a Hill But Came Down a Mountain,Desconocida,0.0
2259,The House of the Spirits,Desconocida,0.0
2259,The House of the Spirits,Desconocida,0.0
2259,The House of the Spirits,Desconocida,0.0
2259,The House of the Spirits,Desconocida,0.0
2259,The House of the Spirits,Desconocida,0.0
16097,House Party 3,Desconocida,0.0
11934,The Hudsucker Proxy,Desconocida,0.0
11934,The Hudsucker Proxy,Desconocida,0.0
11934,The Hudsucker Proxy,Desconocida,0.0
106143,I'll Do Anything,Desconocida,0.0
12475,In the Army Now,Desconocida,28881266.0
9386,In the Line of Fire,Desconocida,176997168.0
