id,original_language,title_lenguage,runtime,release_year,title_time,title,franquicia,revenue,title_pais,country_name,title_productoras,name_companies,revenue_productoras,title_director,release_date,budget,revenue_director,return,Nombre Director
710,en,GoldenEye,130,1995,GoldenEye,GoldenEye,James Bond Collection,352194034.0,GoldenEye,United Kingdom,GoldenEye,Regency Enterprises,352194034,GoldenEye,1995-11-16,58000000.0,352194034.0,6.072310931034483,Martin Campbell
710,en,GoldenEye,130,1995,GoldenEye,GoldenEye,James Bond Collection,352194034.0,GoldenEye,United States of America,GoldenEye,Regency Enterprises,352194034,GoldenEye,1995-11-16,58000000.0,352194034.0,6.072310931034483,Martin Campbell
9087,en,The American President,106,1995,The American President,The American President,Desconocida,107879496.0,The American President,United States of America,The American President,Forward Pass,107879496,The American President,1995-11-17,62000000.0,107879496.0,1.739991870967742,Rob Reiner
21032,en,Balto,78,1995,Balto,Balto,Balto Collection,11348324.0,Balto,United States of America,Balto,Paramount Pictures,11348324,Balto,1995-12-22,0.0,11348324.0,0.0,Simon Wells
10858,en,Nixon,192,1995,Nixon,Nixon,Desconocida,13681765.0,Nixon,United States of America,Nixon,Scott Rudin Productions,13681765,Nixon,1995-12-22,44000000.0,13681765.0,0.3109492045454545,Oliver Stone
1408,en,Cutthroat Island,119,1995,Cutthroat Island,Cutthroat Island,Desconocida,10017322.0,Cutthroat Island,France,Cutthroat Island,Mirage Enterprises,10017322,Cutthroat Island,1995-12-22,98000000.0,10017322.0,0.1022175714285714,Renny Harlin
1408,en,Cutthroat Island,119,1995,Cutthroat Island,Cutthroat Island,Desconocida,10017322.0,Cutthroat Island,Germany,Cutthroat Island,Mirage Enterprises,10017322,Cutthroat Island,1995-12-22,98000000.0,10017322.0,0.1022175714285714,Renny Harlin
1408,en,Cutthroat Island,119,1995,Cutthroat Island,Cutthroat Island,Desconocida,10017322.0,Cutthroat Island,Italy,Cutthroat Island,Mirage Enterprises,10017322,Cutthroat Island,1995-12-22,98000000.0,10017322.0,0.1022175714285714,Renny Harlin
1408,en,Cutthroat Island,119,1995,Cutthroat Island,Cutthroat Island,Desconocida,10017322.0,Cutthroat Island,United States of America,Cutthroat Island,Mirage Enterprises,10017322,Cutthroat Island,1995-12-22,98000000.0,10017322.0,0.1022175714285714,Renny Harlin
4584,en,Sense and Sensibility,136,1995,Sense and Sensibility,Sense and Sensibility,Desconocida,135000000.0,Sense and Sensibility,United Kingdom,Sense and Sensibility,Constellation Entertainment,135000000,Sense and Sensibility,1995-12-13,16500000.0,135000000.0,8.181818181818182,Ang Lee
4584,en,Sense and Sensibility,136,1995,Sense and Sensibility,Sense and Sensibility,Desconocida,135000000.0,Sense and Sensibility,United States of America,Sense and Sensibility,Constellation Entertainment,135000000,Sense and Sensibility,1995-12-13,16500000.0,135000000.0,8.181818181818182,Ang Lee
5,en,Four Rooms,98,1995,Four Rooms,Four Rooms,Desconocida,4300000.0,Four Rooms,United States of America,Four Rooms,Worldwide,4300000,Four Rooms,1995-12-09,4000000.0,4300000.0,1.075,Allison Anders
9273,en,Ace Ventura: When Nature Calls,90,1995,Ace Ventura: When Nature Calls,Ace Ventura: When Nature Calls,Ace Ventura Collection,212385533.0,Ace Ventura: When Nature Calls,United States of America,Ace Ventura: When Nature Calls,Mont Blanc Entertainment GmbH,212385533,Ace Ventura: When Nature Calls,1995-11-10,30000000.0,212385533.0,7.079517766666667,Steve Oedekerk
11517,en,Money Train,103,1995,Money Train,Money Train,Desconocida,35431113.0,Money Train,United States of America,Money Train,Walt Disney Pictures,35431113,Money Train,1995-11-21,60000000.0,35431113.0,0.59051855,Joseph Ruben
8012,en,Get Shorty,105,1995,Get Shorty,Get Shorty,Chili Palmer Collection,115101622.0,Get Shorty,United States of America,Get Shorty,Universal Pictures,115101622,Get Shorty,1995-10-20,30250000.0,115101622.0,3.805012297520661,Barry Sonnenfeld
1710,en,Copycat,124,1995,Copycat,Copycat,Desconocida,0.0,Copycat,United States of America,Copycat,Imperial Entertainment,0,Copycat,1995-10-27,0.0,0.0,0.0,Jon Amiel
9691,en,Assassins,132,1995,Assassins,Assassins,Desconocida,30303072.0,Assassins,France,Assassins,Signature Entertainment,30303072,Assassins,1995-10-06,50000000.0,30303072.0,0.60606144,Richard Donner
9691,en,Assassins,132,1995,Assassins,Assassins,Desconocida,30303072.0,Assassins,United States of America,Assassins,Signature Entertainment,30303072,Assassins,1995-10-06,50000000.0,30303072.0,0.60606144,Richard Donner
12665,en,Powder,111,1995,Powder,Powder,Desconocida,0.0,Powder,United States of America,Powder,United Artists,0,Powder,1995-10-27,0.0,0.0,0.0,Victor Salva
451,en,Leaving Las Vegas,112,1995,Leaving Las Vegas,Leaving Las Vegas,Desconocida,49800000.0,Leaving Las Vegas,United States of America,Leaving Las Vegas,Eon Productions,49800000,Leaving Las Vegas,1995-10-27,3600000.0,49800000.0,13.833333333333334,Mike Figgis
16420,en,Othello,123,1995,Othello,Othello,Desconocida,0.0,Othello,Italy,Othello,Columbia Pictures,0,Othello,1995-12-15,0.0,0.0,0.0,Oliver Parker
9263,en,Now and Then,100,1995,Now and Then,Now and Then,Desconocida,27400000.0,Now and Then,United States of America,Now and Then,Castle Rock Entertainment,27400000,Now and Then,1995-10-20,12000000.0,27400000.0,2.283333333333333,Lesli Linka Glatter
37557,zh,Shanghai Triad,108,1995,Shanghai Triad,Shanghai Triad,Desconocida,0.0,Shanghai Triad,China,Shanghai Triad,Enigma Pictures,0,Shanghai Triad,1995-04-30,0.0,0.0,0.0,Zhang Yimou
37557,zh,Shanghai Triad,108,1995,Shanghai Triad,Shanghai Triad,Desconocida,0.0,Shanghai Triad,France,Shanghai Triad,Enigma Pictures,0,Shanghai Triad,1995-04-30,0.0,0.0,0.0,Zhang Yimou
63,en,Twelve Monkeys,129,1995,Twelve Monkeys,Twelve Monkeys,Desconocida,168840000.0,Twelve Monkeys,United States of America,Twelve Monkeys,Amblin Entertainment,168840000,Twelve Monkeys,1995-12-29,29500000.0,168840000.0,5.7233898305084745,Terry Gilliam
78802,fr,Wings of Courage,50,1996,Wings of Courage,Wings of Courage,Desconocida,0.0,Wings of Courage,France,Wings of Courage,Amblimation,0,Wings of Courage,1996-09-18,0.0,0.0,0.0,Jean-Jacques Annaud
78802,fr,Wings of Courage,50,1996,Wings of Courage,Wings of Courage,Desconocida,0.0,Wings of Courage,United States of America,Wings of Courage,Amblimation,0,Wings of Courage,1996-09-18,0.0,0.0,0.0,Jean-Jacques Annaud
9598,en,Babe,89,1995,Babe,Babe,Babe Collection,254134910.0,Babe,Australia,Babe,Hollywood Pictures,254134910,Babe,1995-07-18,30000000.0,254134910.0,8.471163666666667,Chris Noonan
9598,en,Babe,89,1995,Babe,Babe,Babe Collection,254134910.0,Babe,United States of America,Babe,Hollywood Pictures,254134910,Babe,1995-07-18,30000000.0,254134910.0,8.471163666666667,Chris Noonan
47018,en,Carrington,121,1995,Carrington,Carrington,Desconocida,0.0,Carrington,France,Carrington,Cinergi Pictures Entertainment,0,Carrington,1995-11-08,0.0,0.0,0.0,Christopher Hampton
47018,en,Carrington,121,1995,Carrington,Carrington,Desconocida,0.0,Carrington,United Kingdom,Carrington,Cinergi Pictures Entertainment,0,Carrington,1995-11-08,0.0,0.0,0.0,Christopher Hampton
687,en,Dead Man Walking,122,1995,Dead Man Walking,Dead Man Walking,Desconocida,39363635.0,Dead Man Walking,United States of America,Dead Man Walking,Le Studio Canal+,39363635,Dead Man Walking,1995-12-29,11000000.0,39363635.0,3.5785122727272727,Tim Robbins
687,en,Dead Man Walking,122,1995,Dead Man Walking,Dead Man Walking,Desconocida,39363635.0,Dead Man Walking,United Kingdom,Dead Man Walking,Le Studio Canal+,39363635,Dead Man Walking,1995-12-29,11000000.0,39363635.0,3.5785122727272727,Tim Robbins
139405,en,Across the Sea of Time,51,1995,Across the Sea of Time,Across the Sea of Time,Desconocida,0.0,Across the Sea of Time,United States of America,Across the Sea of Time,Laurence Mark Productions,0,Across the Sea of Time,1995-10-20,0.0,0.0,0.0,Stephen Low
33689,en,It Takes Two,101,1995,It Takes Two,It Takes Two,Desconocida,0.0,It Takes Two,United States of America,It Takes Two,Metro-Goldwyn-Mayer (MGM),0,It Takes Two,1995-11-17,0.0,0.0,0.0,Andy Tennant
9603,en,Clueless,97,1995,Clueless,Clueless,Desconocida,0.0,Clueless,United States of America,Clueless,Carolco Pictures,0,Clueless,1995-07-19,12000000.0,0.0,0.0,Amy Heckerling
31174,en,Richard III,104,1995,Richard III,Richard III,Desconocida,0.0,Richard III,United Kingdom,Richard III,Légende Entreprises,0,Richard III,1995-12-29,0.0,0.0,0.0,Richard Loncraine
31174,en,Richard III,104,1995,Richard III,Richard III,Desconocida,0.0,Richard III,United States of America,Richard III,Légende Entreprises,0,Richard III,1995-12-29,0.0,0.0,0.0,Richard Loncraine
11443,en,Dead Presidents,119,1995,Dead Presidents,Dead Presidents,Desconocida,0.0,Dead Presidents,United States of America,Dead Presidents,Syalis DA,0,Dead Presidents,1995-10-06,10000000.0,0.0,0.0,Albert Hughes
35196,en,Restoration,117,1995,Restoration,Restoration,Desconocida,0.0,Restoration,United States of America,Restoration,De Fina-Cappa,0,Restoration,1995-12-29,19000000.0,0.0,0.0,Michael Hoffman
9312,en,Mortal Kombat,101,1995,Mortal Kombat,Mortal Kombat,Mortal Kombat Collection,122195920.0,Mortal Kombat,United States of America,Mortal Kombat,Columbia Pictures Corporation,122195920,Mortal Kombat,1995-08-18,18000000.0,122195920.0,6.788662222222222,Paul W.S. Anderson
11861,en,How To Make An American Quilt,116,1995,How To Make An American Quilt,How To Make An American Quilt,Desconocida,23574130.0,How To Make An American Quilt,United States of America,How To Make An American Quilt,Miramax Films,23574130,How To Make An American Quilt,1995-10-06,10000000.0,23574130.0,2.357413,Jocelyn Moorhouse
807,en,Se7en,127,1995,Se7en,Se7en,Desconocida,327311859.0,Se7en,United States of America,Se7en,A Band Apart,327311859,Se7en,1995-09-22,33000000.0,327311859.0,9.91854118181818,David Fincher
10530,en,Pocahontas,81,1995,Pocahontas,Pocahontas,Pocahontas Collection,346079773.0,Pocahontas,United States of America,Pocahontas,O Entertainment,346079773,Pocahontas,1995-06-14,55000000.0,346079773.0,6.292359509090909,Mike Gabriel
629,en,The Usual Suspects,106,1995,The Usual Suspects,The Usual Suspects,Desconocida,23341568.0,The Usual Suspects,United States of America,The Usual Suspects,Morgan Creek Productions,23341568,The Usual Suspects,1995-07-19,6000000.0,23341568.0,3.890261333333333,Bryan Singer
11448,en,Mighty Aphrodite,95,1995,Mighty Aphrodite,Mighty Aphrodite,Desconocida,6700000.0,Mighty Aphrodite,United States of America,Mighty Aphrodite,Jersey Films,6700000,Mighty Aphrodite,1995-09-13,15000000.0,6700000.0,0.4466666666666666,Woody Allen
97406,en,Georgia,115,1995,Georgia,Georgia,Desconocida,0.0,Georgia,France,Georgia,New Regency Pictures,0,Georgia,1995-05-19,0.0,0.0,0.0,Ulu Grosbard
97406,en,Georgia,115,1995,Georgia,Georgia,Desconocida,0.0,Georgia,United States of America,Georgia,New Regency Pictures,0,Georgia,1995-05-19,0.0,0.0,0.0,Ulu Grosbard
124057,en,Kids of the Round Table,89,1997,Kids of the Round Table,Kids of the Round Table,Desconocida,0.0,Kids of the Round Table,,Kids of the Round Table,Silver Pictures,0,Kids of the Round Table,1997-07-08,0.0,0.0,0.0,Robert Tinnell
9089,en,Home for the Holidays,103,1995,Home for the Holidays,Home for the Holidays,Desconocida,17519169.0,Home for the Holidays,United States of America,Home for the Holidays,Canal+,17519169,Home for the Holidays,1995-11-02,0.0,17519169.0,0.0,Jodie Foster
99040,fr,The Confessional,100,1995,The Confessional,The Confessional,Desconocida,0.0,The Confessional,Canada,The Confessional,Dino De Laurentiis Company,0,The Confessional,1995-09-29,0.0,0.0,0.0,Robert Lepage
11359,en,The Indian in the Cupboard,96,1995,The Indian in the Cupboard,The Indian in the Cupboard,Desconocida,0.0,The Indian in the Cupboard,United States of America,The Indian in the Cupboard,Donner/Shuler-Donner Productions,0,The Indian in the Cupboard,1995-07-14,45000000.0,0.0,0.0,Frank Oz
17182,en,Eye for an Eye,101,1996,Eye for an Eye,Eye for an Eye,Desconocida,0.0,Eye for an Eye,United States of America,Eye for an Eye,Evansgideon/Lazar,0,Eye for an Eye,1996-01-12,20000000.0,0.0,0.0,John Schlesinger
2054,en,Mr. Holland's Opus,137,1995,Mr. Holland's Opus,Mr. Holland's Opus,Desconocida,106269971.0,Mr. Holland's Opus,United States of America,Mr. Holland's Opus,Caravan Pictures,106269971,Mr. Holland's Opus,1995-12-29,0.0,106269971.0,0.0,Stephen Herek
9536,en,Bio-Dome,88,1996,Bio-Dome,Bio-Dome,Desconocida,0.0,Bio-Dome,United States of America,Bio-Dome,Intial Productions,0,Bio-Dome,1996-01-12,15000000.0,0.0,0.0,Jason Bloom
4482,fr,French Twist,95,1995,French Twist,French Twist,Desconocida,0.0,French Twist,France,French Twist,New Line Cinema,0,French Twist,1995-02-08,0.0,0.0,0.0,Josiane Balasko
10634,en,Friday,91,1995,Friday,Friday,Friday Collection,28215918.0,Friday,United States of America,Friday,BBC Films,28215918,Friday,1995-04-26,3500000.0,28215918.0,8.061690857142857,F. Gary Gray
755,en,From Dusk Till Dawn,108,1996,From Dusk Till Dawn,From Dusk Till Dawn,From Dusk Till Dawn Collection,25836616.0,From Dusk Till Dawn,United States of America,From Dusk Till Dawn,Procirep,25836616,From Dusk Till Dawn,1996-01-19,19000000.0,25836616.0,1.359821894736842,Robert Rodriguez
11859,en,Fair Game,91,1995,Fair Game,Fair Game,Desconocida,11534477.0,Fair Game,United States of America,Fair Game,Constellation Productions,11534477,Fair Game,1995-11-03,50000000.0,11534477.0,0.23068954,Andrew Sipes
28387,en,Kicking and Screaming,96,1995,Kicking and Screaming,Kicking and Screaming,Desconocida,718490.0,Kicking and Screaming,United States of America,Kicking and Screaming,France 3 Cinéma,718490,Kicking and Screaming,1995-10-06,0.0,718490.0,0.0,Noah Baumbach
48750,fr,Les Miserables,175,1995,Les Miserables,Les Miserables,Desconocida,0.0,Les Miserables,France,Les Miserables,Claudie Ossard Productions,0,Les Miserables,1995-03-22,0.0,0.0,0.0,Claude Lelouch
20927,en,Bed of Roses,87,1996,Bed of Roses,Bed of Roses,Desconocida,19030691.0,Bed of Roses,United States of America,Bed of Roses,Eurimages,19030691,Bed of Roses,1996-01-26,0.0,19030691.0,0.0,Michael Goldenberg
36929,en,Big Bully,90,1996,Big Bully,Big Bully,Desconocida,2042530.0,Big Bully,United States of America,Big Bully,MEDIA Programme of the European Union,2042530,Big Bully,1996-01-26,15000000.0,2042530.0,0.1361686666666666,Steve Miner
9102,en,Screamers,108,1995,Screamers,Screamers,Desconocida,5781885.0,Screamers,Canada,Screamers,Cofimage 5,5781885,Screamers,1995-09-08,20000000.0,5781885.0,0.28909425,Christian Duguay
9102,en,Screamers,108,1995,Screamers,Screamers,Desconocida,5781885.0,Screamers,Japan,Screamers,Cofimage 5,5781885,Screamers,1995-09-08,20000000.0,5781885.0,0.28909425,Christian Duguay
9102,en,Screamers,108,1995,Screamers,Screamers,Desconocida,5781885.0,Screamers,United States of America,Screamers,Cofimage 5,5781885,Screamers,1995-09-08,20000000.0,5781885.0,0.28909425,Christian Duguay
124626,en,Nico Icon,70,1995,Nico Icon,Nico Icon,Desconocida,0.0,Nico Icon,Germany,Nico Icon,Televisión Española (TVE),0,Nico Icon,1995-02-18,0.0,0.0,0.0,Susanne Ofteringer
124626,en,Nico Icon,70,1995,Nico Icon,Nico Icon,Desconocida,0.0,Nico Icon,United States of America,Nico Icon,Televisión Española (TVE),0,Nico Icon,1995-02-18,0.0,0.0,0.0,Susanne Ofteringer
27526,en,The Crossing Guard,111,1995,The Crossing Guard,The Crossing Guard,Desconocida,0.0,The Crossing Guard,United States of America,The Crossing Guard,Tele München Fernseh Produktionsgesellschaft (TMG),0,The Crossing Guard,1995-11-15,0.0,0.0,0.0,Sean Penn
9623,en,The Juror,118,1996,The Juror,The Juror,Desconocida,0.0,The Juror,United States of America,The Juror,Club d'Investissement Média,0,The Juror,1996-02-02,44000000.0,0.0,0.0,Brian Gibson
46785,fa,The White Balloon,85,1995,The White Balloon,The White Balloon,Desconocida,0.0,The White Balloon,Iran,The White Balloon,Canal+ España,0,The White Balloon,1995-01-01,0.0,0.0,0.0,Jafar Panahi
400,en,Things to Do in Denver When You're Dead,116,1995,Things to Do in Denver When You're Dead,Things to Do in Denver When You're Dead,Desconocida,529766.0,Things to Do in Denver When You're Dead,United States of America,Things to Do in Denver When You're Dead,Elías Querejeta Producciones Cinematográficas S.L.,529766,Things to Do in Denver When You're Dead,1995-12-01,8000000.0,529766.0,0.06622075,Gary Fleder
880,nl,Antonia's Line,102,1995,Antonia's Line,Antonia's Line,Desconocida,0.0,Antonia's Line,Netherlands,Antonia's Line,Centre National de la Cinématographie (CNC),0,Antonia's Line,1995-09-12,900000.0,0.0,0.0,Marleen Gorris
880,nl,Antonia's Line,102,1995,Antonia's Line,Antonia's Line,Desconocida,0.0,Antonia's Line,United Kingdom,Antonia's Line,Centre National de la Cinématographie (CNC),0,Antonia's Line,1995-09-12,900000.0,0.0,0.0,Marleen Gorris
880,nl,Antonia's Line,102,1995,Antonia's Line,Antonia's Line,Desconocida,0.0,Antonia's Line,Belgium,Antonia's Line,Centre National de la Cinématographie (CNC),0,Antonia's Line,1995-09-12,900000.0,0.0,0.0,Marleen Gorris
146599,en,Once Upon a Time... When We Were Colored,115,1996,Once Upon a Time... When We Were Colored,Once Upon a Time... When We Were Colored,Desconocida,0.0,Once Upon a Time... When We Were Colored,United States of America,Once Upon a Time... When We Were Colored,Victoires Productions,0,Once Upon a Time... When We Were Colored,1996-01-26,0.0,0.0,0.0,Tim Reid
188588,en,Last Summer in the Hamptons,108,1995,Last Summer in the Hamptons,Last Summer in the Hamptons,Desconocida,0.0,Last Summer in the Hamptons,,Last Summer in the Hamptons,Constellation,0,Last Summer in the Hamptons,1995-11-22,0.0,0.0,0.0,Henry Jaglom
8447,en,Angels and Insects,118,1995,Angels and Insects,Angels and Insects,Desconocida,0.0,Angels and Insects,United Kingdom,Angels and Insects,Lumière Pictures,0,Angels and Insects,1995-09-10,0.0,0.0,0.0,Philip Haas
8447,en,Angels and Insects,118,1995,Angels and Insects,Angels and Insects,Desconocida,0.0,Angels and Insects,United States of America,Angels and Insects,Lumière Pictures,0,Angels and Insects,1995-09-10,0.0,0.0,0.0,Philip Haas
17414,en,Dunston Checks In,88,1996,Dunston Checks In,Dunston Checks In,Desconocida,0.0,Dunston Checks In,United States of America,Dunston Checks In,Studio Image,0,Dunston Checks In,1996-01-12,16000000.0,0.0,0.0,Ken Kwapis
13997,en,Black Sheep,87,1996,Black Sheep,Black Sheep,Desconocida,32.0,Black Sheep,United States of America,Black Sheep,Cofimage 4,32,Black Sheep,1996-02-01,0.0,32.0,0.0,Penelope Spheeris
2086,en,Nick of Time,90,1995,Nick of Time,Nick of Time,Desconocida,8175346.0,Nick of Time,United States of America,Nick of Time,Ossane,8175346,Nick of Time,1995-11-22,8169363.0,8175346.0,1.000732370443081,John Badham
61548,en,The Journey of August King,91,1995,The Journey of August King,The Journey of August King,Desconocida,0.0,The Journey of August King,United States of America,The Journey of August King,Phoenix Images,0,The Journey of August King,1995-09-14,0.0,0.0,0.0,John Duigan
9095,en,Mary Reilly,104,1996,Mary Reilly,Mary Reilly,Desconocida,12379402.0,Mary Reilly,United States of America,Mary Reilly,Ministère des Affaires Étrangères,12379402,Mary Reilly,1996-02-23,47000000.0,12379402.0,0.2633915319148936,Stephen Frears
12158,en,Vampire in Brooklyn,100,1995,Vampire in Brooklyn,Vampire in Brooklyn,Desconocida,19800000.0,Vampire in Brooklyn,United States of America,Vampire in Brooklyn,Alpha Films,19800000,Vampire in Brooklyn,1995-10-26,14000000.0,19800000.0,1.4142857142857144,Wes Craven
9283,en,Beautiful Girls,112,1996,Beautiful Girls,Beautiful Girls,Desconocida,0.0,Beautiful Girls,United States of America,Beautiful Girls,La Sept Cinéma,0,Beautiful Girls,1996-02-09,0.0,0.0,0.0,Ted Demme
40154,en,A Midwinter's Tale,99,1995,A Midwinter's Tale,A Midwinter's Tale,Desconocida,0.0,A Midwinter's Tale,United Kingdom,A Midwinter's Tale,Via Rosa Productions,0,A Midwinter's Tale,1995-12-01,0.0,0.0,0.0,Kenneth Branagh
406,fr,La Haine,98,1995,La Haine,La Haine,Desconocida,0.0,La Haine,France,La Haine,Don Simpson/Jerry Bruckheimer Films,0,La Haine,1995-05-31,3000000.0,0.0,0.0,Mathieu Kassovitz
63076,en,Heidi Fleiss: Hollywood Madam,106,1995,Heidi Fleiss: Hollywood Madam,Heidi Fleiss: Hollywood Madam,Desconocida,0.0,Heidi Fleiss: Hollywood Madam,United Kingdom,Heidi Fleiss: Hollywood Madam,Atlas Entertainment,0,Heidi Fleiss: Hollywood Madam,1995-12-27,0.0,0.0,0.0,Nick Broomfield
63076,en,Heidi Fleiss: Hollywood Madam,106,1995,Heidi Fleiss: Hollywood Madam,Heidi Fleiss: Hollywood Madam,Desconocida,0.0,Heidi Fleiss: Hollywood Madam,Canada,Heidi Fleiss: Hollywood Madam,Atlas Entertainment,0,Heidi Fleiss: Hollywood Madam,1995-12-27,0.0,0.0,0.0,Nick Broomfield
63076,en,Heidi Fleiss: Hollywood Madam,106,1995,Heidi Fleiss: Hollywood Madam,Heidi Fleiss: Hollywood Madam,Desconocida,0.0,Heidi Fleiss: Hollywood Madam,United States of America,Heidi Fleiss: Hollywood Madam,Atlas Entertainment,0,Heidi Fleiss: Hollywood Madam,1995-12-27,0.0,0.0,0.0,Nick Broomfield
63076,en,Heidi Fleiss: Hollywood Madam,106,1995,Heidi Fleiss: Hollywood Madam,Heidi Fleiss: Hollywood Madam,Desconocida,0.0,Heidi Fleiss: Hollywood Madam,Germany,Heidi Fleiss: Hollywood Madam,Atlas Entertainment,0,Heidi Fleiss: Hollywood Madam,1995-12-27,0.0,0.0,0.0,Nick Broomfield
11062,en,City Hall,111,1996,City Hall,City Hall,Desconocida,0.0,City Hall,United States of America,City Hall,Classico,0,City Hall,1996-02-16,0.0,0.0,0.0,Harold Becker
13685,en,Bottle Rocket,91,1996,Bottle Rocket,Bottle Rocket,Desconocida,560069.0,Bottle Rocket,United States of America,Bottle Rocket,Iwerks Entertainment,560069,Bottle Rocket,1996-02-21,7000000.0,560069.0,0.0800098571428571,Wes Anderson
2045,en,Unforgettable,106,1996,Unforgettable,Unforgettable,Desconocida,0.0,Unforgettable,United States of America,Unforgettable,Kennedy Miller Productions,0,Unforgettable,1996-02-23,18000000.0,0.0,0.0,John Dahl
9614,en,Happy Gilmore,92,1996,Happy Gilmore,Happy Gilmore,Desconocida,41205099.0,Happy Gilmore,United States of America,Happy Gilmore,StudioCanal,41205099,Happy Gilmore,1996-02-16,12000000.0,41205099.0,3.43375825,Dennis Dugan
688,en,The Bridges of Madison County,135,1995,The Bridges of Madison County,The Bridges of Madison County,Desconocida,182016617.0,The Bridges of Madison County,United States of America,The Bridges of Madison County,Cinéa,182016617,The Bridges of Madison County,1995-05-28,24000000.0,182016617.0,7.584025708333333,Clint Eastwood
11907,de,Nobody Loves Me,104,1994,Nobody Loves Me,Nobody Loves Me,Desconocida,0.0,Nobody Loves Me,Germany,Nobody Loves Me,Euston Films,0,Nobody Loves Me,1994-11-07,0.0,0.0,0.0,Doris Dörrie
10874,en,Muppet Treasure Island,100,1996,Muppet Treasure Island,Muppet Treasure Island,The Muppet Collection,34327391.0,Muppet Treasure Island,United States of America,Muppet Treasure Island,Freeway Films,34327391,Muppet Treasure Island,1996-02-16,0.0,34327391.0,0.0,Brian Henson
89333,en,Catwalk,95,1995,Catwalk,Catwalk,Desconocida,0.0,Catwalk,,Catwalk,European Co-production Fund,0,Catwalk,1995-12-08,0.0,0.0,0.0,Robert Leacock
96357,en,Headless Body in Topless Bar,110,1995,Headless Body in Topless Bar,Headless Body in Topless Bar,Desconocida,0.0,Headless Body in Topless Bar,,Headless Body in Topless Bar,Polygram Filmed Entertainment,0,Headless Body in Topless Bar,1995-05-20,0.0,0.0,0.0,James Bruce
197,en,Braveheart,177,1995,Braveheart,Braveheart,Desconocida,210000000.0,Braveheart,United States of America,Braveheart,Orsans Productions,210000000,Braveheart,1995-05-24,72000000.0,210000000.0,2.9166666666666665,Mel Gibson
103,en,Taxi Driver,114,1976,Taxi Driver,Taxi Driver,Desconocida,28262574.0,Taxi Driver,United States of America,Taxi Driver,Havoc,28262574,Taxi Driver,1976-02-07,1300000.0,28262574.0,21.74044153846154,Martin Scorsese
33542,cn,Rumble in the Bronx,91,1995,Rumble in the Bronx,Rumble in the Bronx,Desconocida,32392047.0,Rumble in the Bronx,Hong Kong,Rumble in the Bronx,PolyGram Filmed Entertainment,32392047,Rumble in the Bronx,1995-01-30,7500000.0,32392047.0,4.3189396,Stanley Tong
43566,en,Before and After,108,1996,Before and After,Before and After,Desconocida,0.0,Before and After,United States of America,Before and After,Working Title Films,0,Before and After,1996-02-23,35000000.0,0.0,0.0,Barbet Schroeder
